"q_id","combined"
"5ecc32bd","<en> How many years did Augustus serve as emperor of Rome?  <ar> كم عدد السنوات التي تقلد خلالها أغسطس منصب إمبراطور الرومان؟  <de> Für wie viele Jahre war Augustus Kaiser von Rom?  <es> ¿Cuántos años sirvió Augusto como emperador de Roma?  <fr> Combien d’années Auguste a-t-il été empereur de Rome ?  <it> Per quanti anni Augusto è stato imperatore di Roma?  <ja> アウグストゥスは何年ローマ皇帝をつとめましたか？"
"5bb78caa","<en> How many countries were members of the original European Union?  <ar> ما عدد البلدان الذين كانوا أعضاءً في الاتحاد الأوروبي الأصلي؟  <de> Wie viele Länder waren Mitglieder der ursprünglichen Europäischen Union?  <es> ¿Cuántos países eran miembros de la Unión Europea original?  <fr> Combien de pays membres y avait-il dans l’Union Européenne à son origine ?  <it> Quante nazioni facevano originariamente parte dell'Unione Europea?  <ja> 最初の欧州連合の加盟国は、何か国でしたか?"
"0bf66022","<en> How many United States presidents served in World War II?  <ar> كم عدد رؤساء الولايات المتحدة الذين شاركوا في الحرب العالمية الثانية؟  <de> Wie viele US-Präsidenten haben im Zweiten Weltkrieg gedient?  <es> ¿Cuántos presidentes de los EE. UU. sirvieron en la Segunda Guerra Mundial?  <fr> Combien de présidents des États-Unis ont fait la Seconde Guerre mondiale ?  <it> Quanti Presidenti degli Stati Uniti erano in carica durante la Seconda Guerra Mondiale?  <ja> 何人のアメリカ大統領が第二次世界大戦に参加した？"
"61e19638","<en> How many countries were part of the Entente Powers during World War I?  <ar> كم عدد الدول التي كانت من ضمن قوى الوفاق خلال الحرب العالمية الأولى؟  <de> Wie viele Länder waren Teil der Entente im Ersten Weltkrieg?  <es> ¿Cuántos países formaron parte del Entente durante la Primera Guerra Mundial?  <fr> Combien de pays étaient membres de l’entente de puissance pendant la première guerre mondiale ?  <it> Quanti paesi facevano parte degli Alleati durante la Prima Guerra Mondiale?  <ja> 第一次大戦では何か国が連合国側だった？"
"8127523b","<en> How many countries were in the Grand Alliance in World War II?  <ar> كم عدد الدول التي كانت جزءًا من ""الحلفاء"" في الحرب العالمية الثانية؟  <de> Wie viele Hauptalliierte gab es im Zweiten Weltkrieg?  <es> ¿Cuántos países formaban parte de la Gran Alianza en la Segunda Guerra Mundial?  <fr> Combien de pays faisaient partie de la Grande Alliance de la Seconde Guerre mondiale ?  <it> Quanti erano i paesi della Grande Alleanza nella Seconda Guerra Mondiale?  <ja> 第2次大戦中に連合国側だったのは何か国？"
"35b3211e","<en> How many cities did the United Stated drop atomic bombs on in Japan during WW II?  <ar> كم عدد المدن اليابانية التي ألقت عليها الولايات المتحدة القنابل الذرية خلال الحرب العالمية الثانية؟  <de> Über wie vielen Städten Japans haben die USA im Zweiten Weltkrieg Atombomben abgeworfen?  <es> ¿Sobre cuántas ciudades en Japón lanzaron bombas atómicas los Estados Unidos durante la Segunda Guerra Mundial?  <fr> Sur combien de villes du Japon les États-Unis ont-ils largué des bombes atomiques au cours de la Seconde Guerre mondiale ?  <it> Su quante città del Giappone gli Stati Uniti hanno sganciato bombe atomiche durante la seconda guerra mondiale?  <ja> 米国は第二次世界大戦中に日本でいくつの都市に原子爆弾を落としましたか？"
"4f9c1eef","<en> How many Japanese cities had the atomic bomb dropped on it during World War II?  <ar> كم عدد المدن اليابانية التي سقطت عليها القنبلة الذرية خلال الحرب العالمية الثانية؟  <de> Über wie vielen japanischen Städten wurde im Zweiten Weltkrieg eine Atombombe abgeworfen?  <es> ¿En cuántas ciudades japonesas cayó una bomba atómica durante la Segunda Guerra Mundial?  <fr> Combien de villes Japonaises ont-elles été attaquées à la bombe atomique pendant la Seconde Guerre mondiale ?  <it> Quante città Giapponesi sono state bombardate con una bomba nucleare durante la Seconda Guerra Mondiale?  <ja> 第二次世界大戦中原子爆弾を落とされたのは日本の都市でいくつあった?"
"e071e85e","<en> Who was the first president to not live in the White House?  <ar> من هو أول رئيس جمهورية لم يقطن في البيت الأبيض؟  <de> Wer war der erste Präsident, der nicht im Weißen Haus gewohnt hat?  <es> ¿Quién fue el primer presidente que no vivió en la Casa Blanca?  <fr> Qui est le premier président qui n’a pas vécu à la Maison blanche ?  <it> Chi fu il primo Presidente che non visse alla Casa Bianca?  <ja> ホワイトハウスに住まなかった最初の大統領は誰？"
"28bf1fb5","<en> Which Canadian prime minister wasn't male?  <ar> أي رئيس وزراء كندي لم يكن ذكراً؟  <de> Welche Person im Amt des kanadischen Premierministers war kein Mann?  <es> ¿Cuál Primer Ministro canadiense no fue hombre?  <fr> Quel Premier ministre Canadien n’était pas un homme ?  <it> Quale primo ministro canadese non era un uomo?  <ja> 男性ではないカナダの首相は誰ですか？"
"8400c4db","<en> Which nation did Nazi Germany not successfully invade during World War II?  <ar> ما هي دولة النازي الألماني الذي لم ينجح في الغزو في الحرب العالمية الثانية؟  <de> In welche Nation ist Nazi-Deutschland im Zweiten Weltkrieg nicht erfolgreich einmarschiert?  <es> ¿Qué nación no pudo invadir con éxito la Alemania Nazi durante la Segunda Guerra Mundial?  <fr> Quelle nation l’Allemagne Nazie n’avait pas réussi à envahir pendant la Seconde Guerre mondiale ?  <it> Quale nazione ha invaso senza successo la Germania nazista durante la Seconda Guerra Mondiale?  <ja> 第二次世界大戦中にナチス－ドイツが侵略に成功しなかった国はどこですか？"
"2d0c7738","<en> What three countries formed a Grand Alliance during WW II, and who could not agree on how the War should be fought?  <ar> ما هي الدول الثلاث التي شكلت تحالفًا عظيمًا أثناء الحرب العالمية الثانية ولم يتفقوا على سياسة الحرب؟  <de> Welche Staaten bildeten im Zweiten Weltkrieg eine Anti-Hitler-Koalition, konnten sich aber nicht einigen, wie der Krieg zu führen sei?  <es> ¿Cuáles tres países formaron una Gran Alianza durante la Segunda Guerra Mundial, pero no podían ponerse de acuerdo en cómo combatir la guerra?  <fr> Quels sont les trois pays de la grande alliance pendant la Seconde Guerre mondiale qui ne pouvaient pas s’accorder sur comment la guerre devait être menée ?  <it> Quali tre nazioni hanno formato una Grande Alleanza durante la Seconda Guerra Mondiale non riuscirono ad essere in accordo su come la guerra sarebbe dovuta essere combattuta?  <ja> 第二次大戦中の連合国の3か国の中で、戦争をどう戦うべきかに同意できなかったのはどこ？"
"31339a3c","<en> Though she was born in Egypt, Cleopatra was not ethnically Egyptian, what ethnicity was she?  <ar> على الرغم من أن كليوباترا ولدت في مصر، إلا أنها لم تكن مصرية من الناحية العرقية، فمن أي عرق كانت؟  <de> Obwohl sie in Ägypten geboren ist, war Kleopatra ethnisch keine Ägypterin. Welcher Ethnie gehörte sie an?  <es> A pesar de haber nacido en Egipto, Cleopatra no era de etnicidad egipcia. ¿Cuál era su etnicidad?  <fr> Bien qu’elle soit née en Égypte, Cléopâtre n’était pas ethniquement égyptienne, quelle était son ethnie ?  <it> Anche se nata in Egitto, Cleopatra non era di etnia Egizia. Di che etnia era?  <ja> ""クレオパトラはエジプトに生まれたが、民族的にはエジプト人ではなかった？彼女の民族性は何か？"""
"c7dc6254","<en> Which Macedonian leader invaded the Indian subcontinent, but did not conquer it?  <ar> من هو القائد المقدوني الذي غزا شبه جزيرة الهند ولكن لم يحتلها؟  <de> Welcher makedonische Anführer ist im indischen Subkontinent einmarschiert, hat ihn aber nicht erobert?  <es> ¿Qué líder macedonio invadió el subcontinente indio, pero no lo conquistó?  <fr> Quel dirigeant macédonien a envahi le sous-continent Indien mais ne l’a pas conquis ?  <it> Quale leader Macedone ha invaso il subcontinente Indiano ma non l'ha conquistato?  <ja> インド亜大陸に侵攻したが征服できなかったマケドニアの大将は誰？"
"76f8bf6d","<en> Which male children of John Adams did not become president of the United States of America?  <ar> من هو نجل ""جون آدامز"" الذي لم يصبح رئيسًا للولايات المتحدة الأمريكية؟  <de> Welche männlichen Kinder von John Adams wurden nicht Präsident der Vereinigten Staaten von Amerika?  <es> ¿Cuál hijo de John Adams no se convirtió en presidente de los Estados Unidos de América?  <fr> Quels enfants de John Adams ne sont pas devenus présidents des États-Unis d’Amérique ?  <it> Quali figli maschi di John Adams non sono diventati Presidenti degli Stati Uniti d'America?  <ja> ジョン・アダムズの息子たちでアメリカ合衆国大統領にならなかったのは誰ですか？"
"c4461fb3","<en> Which leader of Mongol Empire invaded Japan but did not conquer it?  <ar> من هو الزعيم التابع للإمبراطورية المنغولية الذي غزا اليابان، ولكن لم يستطع هزيمتها؟  <de> Welcher Anführer des Mongolischen Reichs ist in Japan eingefallen, hat es aber nicht erobert?  <es> ¿Cuál líder del Imperio mongol invadió a Japón pero no lo conquistó?  <fr> Quel dirigeant de l’empire Mongol a envahi le Japon mais ne l’a pas conquis ?  <it> Quale leader dell'Impero mongolo ha invaso il Giappone senza conquistarlo?  <ja> 日本に侵攻したが征服しなかったモンゴル帝国の指導者は誰ですか？"
"6fc1dd16","<en> Who ruled Egypt after Cleopatra, but did not live to 40?  <ar> من حكم مصر بعد الملكة كليوبترا ولكن مات قبل أن يكمل 40 عامًا؟  <de> Wer hat Ägypten nach Kleopatra regiert, ist aber keine 40 Jahre alt geworden?  <es> ¿Quién gobernó Egipto después de Cleopatra, pero no llegó a los 40 años?  <fr> Qui a gouverné l’Égypte après Cléopâtre et n’a pas vécu jusqu’à 40 ans ?  <it> Chi governò l'Egitto dopo Cleopatra ma non è vissuto fino ai 40 anni?  <ja> クレオパトラの後にエジプトを支配したが40歳まで生きなかったのは誰ですか？"
"9905840a","<en> Who ruled Rome after Nero, but was appointed by the Senate?  <ar> من الذي حكم بريطانيا بعد نيرو زعينه مجلس الشيوخ؟  <de> Wer hat Rom nach Nero regiert, wurde aber in den Senat berufen?  <es> ¿Quién gobernó Roma después de Nerón y fue designado por el Senado?  <fr> Qui a régné sur Rome après Néron mais a été élu par le Sénat ?  <it> Chi governò Roma dopo Nerone, ma fu eletto dal Senato?  <ja> ネロに続きローマを支配し老院によって任命されたのは誰ですか？"
"59d86e55","<en> Which French leader invaded Mexico, but never conquered it?  <ar> من هو القائد الفرنسي الذي غزا المكسيك ولم يحتلها؟  <de> Welcher Anführer Frankreichs ist in Mexiko einmarschiert, hat es aber nie erobert?  <es> ¿Qué líder francés invadió México pero nunca lo conquistó?  <fr> Quel dirigeant français a envahi le Mexique mais ne l’a jamais conquis ?  <it> Quale leader francese ha invaso il Messico ma non l'ha mai conquistato?  <ja> メキシコに侵攻して征服できなかったフランスの指揮官は誰？"
"8e7e888a","<en> Which Italian leader invaded Ethiopia, but never conquered it?  <ar> من هو الزعيم الإيطالي الذي غزا إثيوبيا ولكنه لم يستطع إسقاطها؟  <de> Welcher italienischer Herrscher marschierte in Äthiopien ein, eroberte es jedoch nie?  <es> ¿Qué líder italiano invadió Etiopía, pero nunca la conquistó?  <fr> Quel dirigeant italien a envahi l’Éthiopie mais ne l’a pas conquis ?  <it> Quale leader Italiano ha invaso l'Etiopia ma non l'ha conquistata?  <ja> エチオピアを侵略したが政略できなかったイタリアの指導者は？"
"4772c4fd","<en> Who was not a member of the Allied Powers during World War II?  <ar> مَن لم يكن عضوًا في قوات الحلفاء خلال الحرب العالمية الثانية؟  <de> Wer war kein Mitglied der Alliierten während des Zweiten Weltkriegs?  <es> ¿Quién no fue miembro de los poderes aliados durante la Segunda Guerra Mundial?  <fr> Quel pays n’était pas membre des puissances alliées pendant la Seconde Guerre mondiale ?  <it> Chi non era membro delle Forze Alleate durante la Seconda Guerra Mondiale?  <ja> 第二次世界大戦の間に連合軍のメンバーでなかったのは誰ですか？"
"7c4cbc13","<en> Which Eastern European country during WW II did not allow Germany to conquer it?  <ar> ما هي الدولة التي تقع في أوروبا الشرقية ولم تسمح لألمانيا إحتلالها أثناء الحرب العالمية الثانية؟  <de> Welches osteuropäische Land hat sich im Zweiten Weltkrieg nicht von Deutschland erobern lassen?  <es> ¿Qué país del este europeo no le permitió a Alemania invadirlo durante la Segunda Guerra Mundial?  <fr> Pendant la Seconde Guerre mondiale, quel est le pays d’Europe de l’Est, qui ne s’est pas laissé conquérir par l’Allemagne ?  <it> Quale nazione dell'Est Europa non ha permesso alla Germania di conquistarla durante la Seconda Guerra Mondiale?  <ja> 第2次世界大戦中に、東ヨーロッパの国のうちドイツの制圧を許さなかったのは?"
"6eca6bf6","<en> Which president of the USA did not live in the White House?  <ar> من هو الرئيس المريكي الذي لم يعيش في البيت الأبيض؟  <de> Welcher Präsident der USA hat nicht im Weißen Haus gewohnt?  <es> ¿Qué presidente de los Estados Unidos no vivió en la Casa Blanca?  <fr> Quel président des États-Unis n’a pas vécu dans la Maison Blanche ?  <it> Quale presidente degli Stati Uniti non ha vissuto nella Casa Bianca?  <ja> ホワイトハウスに住まなかったアメリカ大統領は?"
"b1593cf7","<en> Which German leader invaded the Soviet Union, but did not conquer it?  <ar> أيّ قائد ألماني غزا الاتحاد السوفيتي لكنة لم يقهره؟  <de> Welcher deutsche Anführer ist in der Sowjetunion eingefallen, hat sie aber nicht erobert?  <es> ¿Qué líder alemán invadió la Unión Soviética pero no la conquistó?  <fr> Quel dirigeant allemand a envahi l’Union soviétique mais ne l’a pas conquise ?  <it> Quale leader Tedesco ha invaso l'Unione Sovietica ma non l'ha conquistata?  <ja> ソビエト連邦を侵攻したが、制圧しなかったドイツ人リーダーは?"
"42cfa4ab","<en> Which US president never lived in the White House?  <ar> من هو الرئيس الأمريكي الذي لم يعش في البيت الأبيض إطلاقًا؟  <de> Welcher US-Präsident hat nie im Weißen Haus gelebt?  <es> ¿Qué presidente estadounidense nunca vivió en la Casa Blanca?  <fr> Quel président Américain n’a jamais vécu dans la Maison Blanche ?  <it> Quale Presidente degli Stati Uniti non ha mai vissuto nella Casa Bianca?  <ja> ホワイトハウスに住まなかったアメリカ大統領は誰？"
"2315bd15","<en> What 20th century US president did not have a vice president for his entire first term?  <ar> من هو رئيس الولايات المتحدة الأمريكية في القرن ال20 والذي لم يكن لديه نائب رئيس أثناء فترة ولايته الأولى؟  <de> Welcher US-Präsident des 20. Jahrhunderts hatte während seiner gesamten ersten Amtszeit keinen Vizepräsidenten?  <es> ¿Qué presidente del siglo XX no tuvo vicepresidente en todo su primer mandato?  <fr> Quel président Américain du 20e siècle n’a pas eu de vice-président pendant tout son premier mandat ?  <it> Quale presidente americano del 20° secolo non ha avuto un vice-presidente per il suo intero mandato?  <ja> 20世紀のアメリカ合衆国大統領で、一度目の任期の間ずっと副大統領がいなかったのは誰ですか？"
"5138b868","<en> At the Battle of Midway, which of the three US carriers did not survive the battle?  <ar> في معركة ميدواي، أي من ناقلات الولايات المتحدة الثلاثة لم تنجو من المعركة؟  <de> Welcher der drei US-Flugzeugträger, die an der Schlacht um Midway beteiligt waren, hat die Schlacht nicht überstanden?  <es> ¿Cuál de los tres portaaviones de los EE. UU. no sobrevivió la batalla de Midway?  <fr> À la bataille de Midway, lequel des trois transporteurs américains n’a pas survécu à la bataille ?  <it> Quale delle tre portaerei americane venne abbattuta durante la Battaglia delle Midway?  <ja> ""ミッドウェー海戦で生き残らなかったアメリカ空母は空母三隻のうちどれ？"""
"e5f1af89","<en> Which US president did not live at the White House?  <ar> أي رئيس أمريكي لم يعش في البيت الأبيض؟  <de> Welcher US-Präsident hat nicht im Weißen Haus gelebt?  <es> ¿Qué presidente estadounidense no vivió en la Casa Blanca?  <fr> Quel président américain n’a pas vécu à la Maison Blanche ?  <it> Quale presidente degli Stati Uniti non ha vissuto alla Casa Bianca?  <ja> ホワイトハウスで生活しなかったアメリカ合衆国大統領は誰ですか？"
"7bc007c1","<en> Which Carthaginian general invaded Italy in 218 BC, but did not conquer it?  <ar> من هو الجنرال القرطاجي الذي هاجم إيطاليا سنة 218 قبل الميلاد ولكن فشل في إحتلالها؟  <de> Welcher General Karthagos ist im Jahr 218 v. Chr. in Italien einmarschiert, hat es aber nicht erobert?  <es> ¿Qué general cartaginés invadió Italia en 218 a. C., pero no la conquistó?  <fr> Quel général carthaginois a envahi l’Italie en l’an 218 avant J.-C. mais ne l’a pas conquise ?  <it> Quale generale cartaginese ha invaso l'Italia nel 218 a.C. ma non l'ha conquistata?  <ja> 紀元前218年にイタリアに侵攻したが征服できなかったカルタゴ軍の将軍は誰ですか？"
"006748ac","<en> Who was the only president to never live in the White House?  <ar> من هو الرئيس الوحيد الذي لم يعش في البيت الأبيض؟  <de> Wer war der einzige Präsident, der nie im Weißen Haus lebte?  <es> ¿Cuál fue el único presidente que nunca vivió en la Casa Blanca?  <fr> Qui était le seul président à n’avoir jamais résidé dans la Maison Blanche ?  <it> Chi è stato l'unico presidente a non aver mai vissuto alla Casa Bianca?  <ja> ホワイトハウスでまったく生活することのなかった唯一の大統領は誰ですか？"
"dee7a7e4","<en> Which Scandinavian country did not enter WW II?  <ar> أي دولة إسكندنافية لم تدخل الحرب العالمية الثانية؟  <de> Welches skandinavische Land ist nicht in den Zweiten Weltkrieg eingetreten?  <es> ¿Qué país escandinavo no formó parte de la Segunda Guerra Mundial?  <fr> Quel pays Scandinave n’a pas participé à la Seconde Guerre mondiale ?  <it> Quale paese scandinavo non prese parte alla Seconda Guerra Mondiale?  <ja> 第二次世界大戦に参戦しなかった北欧の国はどこですか？"
"58fc9c56","<en> Who was the only president never to live in the White House?  <ar> من هو الرئيس الأمريكي الوحيد الذي لم يعيش في البيت البيض مطلقا؟  <de> Wer war der einzige Präsident, der nie im Weißen Haus lebte?  <es> ¿Quién fue el único presidente que nunca vivió en la Casa Blanca?  <fr> Qui était le seul président qui n’a jamais vécu dans la Maison Blanche ?  <it> Qual è stato l'unico presidente a non aver mai vissuto alla Casa Bianca?  <ja> ホワイトハウスで生活しなかった唯一の大統領は誰ですか？"
"750fb2a3","<en> What United States president never touched a light switch in the White House?  <ar> من هو الئيس التابع للولايات المتحدة الذي لم يأخذ مفتاح الضوء في البيت الأبيض؟  <de> Welcher Präsident der USA hat im Weißen Haus nie einen Lichtschalter angefasst?  <es> ¿Qué presidente de los Estados Unidos jamás tocó un interruptor de luz en la Casa Blanca?  <fr> Quel président Américain n’a jamais touché un interrupteur dans la Maison Blanche ?  <it> Quale Presidente degli Stati Uniti non ha mai toccato un interruttore della luce nella Casa Bianca?  <ja> ホワイトハウスの照明のスイッチに触ったことがないアメリカ合衆国大統領は誰ですか？"
"95259970","<en> Which United States president did not speak English as their first language?  <ar> أي رئيس للولايات الأمريكية لم يتحدث بالإنجليزية كلغة أولى؟  <de> Welcher Präsident der USA hatte nicht Englisch als Muttersprache?  <es> ¿Qué presidente estadounidense no tenía al inglés como su primer idioma?  <fr> Quel président américain ne parlait pas l’anglais comme première langue ?  <it> Quale Presidente degli Stati Uniti non parlava l'inglese come prima lingua?  <ja> 英語を母国語として話さなかったアメリカ合衆国大統領は誰ですか？"
"a4369c37","<en> Who was the prime minister of UK during the second World War and was also a Noble Prize winning writer?  <ar> من هو رئيس الوزراء البريطاني أثناء الحرب العالمية الثانية وفاز أيضا بجائزة نوبل في الكتابة؟  <de> Wer war der Premierminister des Vereinigten Königreichs während des Zweiten Weltkriegs und war auch ein mit dem Nobelpreis ausgezeichneter Schriftsteller?  <es> ¿Quién fue el primer ministro de Reino Unido durante la Segunda Guerra Mundial y también un escritor ganador de un Premio Nobel?  <fr> Qui était le premier ministre du Royaume-Uni pendant la Seconde Guerre mondiale et a aussi été un écrivain lauréat du prix Nobel ?  <it> Chi fu il primo ministro del Regno Unito durante la seconda guerra mondiale e fu anche uno scrittore vincitore del Premio Nobel?  <ja> 第二次世界大戦中の英国首相であり、またノーベル賞を受賞した作家でもあるのは誰ですか？"
"3844b98e","<en> Who was both queen of Spain and wife of Ferdinand?  <ar> ؟ Ferdinad من كانت ملكة إسبانيا وزوجة  <de> Wer war sowohl Königin von Spanien als auch Ehefrau von Ferdinand?  <es> ¿Quién fue tanto reina de España como esposa de Fernando?  <fr> Qui était à la fois reine d’Espagne et femme de Ferdinand ?  <it> Chi è stata sia regina di Spagna che moglie di Ferdinando?  <ja> スペイン女王でありフェルディナンドの妻であったのは誰でしたか？"
"bd22b953","<en> Who was a queen consort of Sicily and the sister of the queens consorts of France and England?  <ar> من هي عقيلة ملك صقلية وشقيقة عقيلة ملك فرنسا وإنجلترا؟  <de> Wer Königsgemahlin von Sizilien und Schwester der Königsgemahlinnen von Frankreich und England?  <es> ¿Quién fue reina consorte de Sicilia y hermana de las reinas consortes de Francia e Inglaterra?  <fr> Qui était la reine consort de Sicile et la sœur des reines de France et d’Angleterre ?  <it> Chi fu regina consorte di Sicilia e sorella delle regine consorti di Francia e Inghilterra?  <ja> シシリーの王妃で、フランス王妃とイングランド王妃の姉妹だったのは誰ですか？"
"f64b9cb3","<en> Which European country fought in World War II and switched sides?  <ar> ما هي الدولة الأوروبية التي حاربت في حرب العالمية الثانية وانتقلت من طرف إلى آخر؟.  <de> Welches europäische Land kämpfte im Zweiten Weltkrieg und wechselte die Seiten?  <es> ¿Qué país europeo peleó en la Segunda Guerra Mundial y cambió de bando?  <fr> Quel pays européen a combattu lors de la Seconde Guerre mondiale et a changé de camps ?  <it> Quale paese europeo ha combattuto nella seconda guerra mondiale e ha cambiato lato?  <ja> 第二次世界大戦に参戦したヨーロッパの国で、敵対者側に寝返った国はどこですか？"
"2955c588","<en> What country was part of the Allied powers and was attacked by Japan in December of 1941?  <ar> ما هي الدولة التي كانت جزءًا من القوات المتحالفة وهوجمت من اليابان في ديسمبر 1941؟  <de> Welches Land war Teil der alliierten Mächte und wurde im Dezember 1941 von Japan angegriffen?  <es> ¿Qué país fue parte de los poderes aliados y fue atacado por Japón en diciembre de 1941?  <fr> Quel pays a fait partie des puissances alliées et a été attaqué par le Japon en décembre 1941 ?  <it> Quale nazione faceva parte delle potenze alleate ed è stata attaccata dal Giappone nel dicembre del 1941?  <ja> 同盟国のメンバーで1941年12月に日本に攻撃された国はどこですか？"
"5134adc9","<en> What country was part of the Allied Powers and was invaded by Germany?  <ar> ما هي الدولة التي كانت جزءًا من دول الحلفاء وغزت من قبل ألمانيا؟  <de> Welches Land gehörte zu den Alliierten und wurde von Deutschland angegreiffen?  <es> ¿Qué país fue parte de las potencias aliadas y fue invadido por Alemania?  <fr> Quel pays faisait partie des puissances Alliées et a été envahi par l’Allemagne ?  <it> Quale paese fece parte delle potenze alleate e fu invaso dalla Germania?  <ja> 同盟国のメンバーでドイツに侵略された国はどこですか？"
"93736bd2","<en> Who served in WW II as the Supreme Commander of the Allied Expeditionary Forces in Europe and later became president of the United States?  <ar> من الذي خدم في الحرب العالمية الثانية كالقائد العام لكل قوات ""الحلفاء"" في أوروبا والذي أصبح لاحقًا رئيس الولايات المتحدة الأمريكية؟  <de> Wer diente im Zweiten Weltkrieg als Oberbefehlshaber der Alliierten Expeditionsstreitkräfte in Europa und wurde später Präsident der Vereinigten Staaten?  <es> ¿Quién fue Comandante Aliado Supremo de las fuerzas Aliadas Expedicionarias durante la Segunda Guerra Mundial y luego se convirtió en presidente de Estados Unidos?  <fr> Qui a servi dans la 2e guerre mondiale comme commandant suprême des forces alliées en Europe et est devenu plus tard président des États-Unis ?  <it> Chi ha servito come comandante supremo delle Forze di Spedizione Alleate durante la Seconda Guerra Mondiale in Europa e in seguito è diventato presidente degli Stati Uniti?  <ja> 第二次世界大戦中にヨーロッパで連合国遠征軍の最高司令官を務め、のちにアメリカ合衆国大統領になったのは誰ですか？"
"4bfdbde2","<en> Who was a Georgian revolutionary and leader of the Soviet Union from 1924 to 1953?  <ar> من هو الثوري الجورجي الذي تزعم الاتحاد السوفيتي منذ 1924 إلى 1953؟  <de> Welcher georgische Revolutionär war von 1924 bis 1953 der Anführer der Sowjetunion?  <es> ¿Quién fue un revolucionario georgiano y líder de la Unión Soviética de 1924 a 1953?  <fr> Qui a été révolutionnaire géorgien et dirigeant de l’Union soviétique de 1924 à 1953 ?  <it> Chi fu il rivoluzionario georgiano che guidò l'Unione Sovietica dal 1924 al 1953?  <ja> 1924年から1953年までソ連のリーダーだったジョージアの革命家は?"
"5331625d","<en> What country was part of the Allied Powers in WW II and the location of the attack on Pearl Harbor?  <ar> ما هي الدولة التي كانت جزءًا من دول المحور في الحرب العالمية الثانية ووقع فيها الهجوم على بيرل هاربور؟  <de> Welches Land gehörte im Zweiten Weltkrieg zu den alliierten Mächten und war Schauplatz des Angriffs auf Pearl Harbor?  <es> ¿Qué país fue parte de los poderes aliados en la segunda Guerra Mundial y la ubicación del ataque sobre Pearl Harbor?  <fr> Quel pays faisait partie des puissances alliées lors de la Seconde Guerre mondiale et où a eu lieu l’attaque de Pearl Harbor ?  <it> Quale paese fece parte delle Potenze Alleate nella Seconda Guerra Mondiale e fu luogo dell'attacco su Pearl Harbor?  <ja> 第二次世界大戦中同盟国のメンバーで真珠湾攻撃を受けた国はどこですか？"
"575f43d0","<en> What country was part of the Allied Powers in WW II and was made up of 15 republics?  <ar> أي دولة كانت جزءًا من قوى الحلفاء في الحرب العالمية الثانية وكانت تتألف من 15 جمهورية؟  <de> Welches Land war Teil der Alliierten im Zweiten Weltkrieg und bestand aus 15 Republiken?  <es> ¿Qué país fue parte de los Aliados en la Segunda Guerra Mundial y estaba constituido por 15 repúblicas?  <fr> Quel pays faisant partie des puissances Alliées pendant la Seconde Guerre mondiale était constitué de 15 républiques ?  <it> Quale paese che faceva parte degli Alleati nella Seconda Guerra Mondiale era composto da 15 repubbliche?  <ja> 第二次世界大戦中同盟国のメンバーで15の共和国からなる国はどこですか？"
"663eae85","<en> Who was a famous child actress and a United States Ambassador to Czechoslovakia and Ghana?  <ar> من كان ممثل شهير وسفير تشيكوسلوفاكيا و غانا؟  <de> Wer war eine berühmte Kinderschauspielerin und Botschafterin der Vereinigten Staaten in der Tschechoslowakei und in Ghana?  <es> ¿Quién fue una famosa niña actriz y embajadora de los Estados Unidos en Checoslovaquia y Ghana?  <fr> Quel enfant d’une célèbre actrice a été ambassadeur des États-Unis en Tchécoslovaquie et au Ghana ?  <it> Chi era la famosa bambina attrice ed ambasciatrice degli Stati Uniti d'America in Cecoslovacchia e Ghana?  <ja> 有名な子役で、チェコスロバキアとガーナへのアメリカ合衆国大使となった女性は誰ですか？"
"0858b416","<en> Which Japanese island was the site of a bloody battle during World War II and is now the host of a US military base?  <ar> ما هي الجزيرة اليابانية التي كانت محلا لمعركة دموية أثناء الحرب العالمية الثانية والآن تستضيف قاعدة عسكرية أمريكية؟  <de> Welche japanische Insel war im Zweiten Weltkrieg der Schauplatz einer blutigen Schlacht und beherbergt nun eine US-Militärstützpunkt?  <es> ¿Qué isla japonesa fue el sitio de una sangrienta batalla durante la Segunda Guerra Mundial y ahora es sede de una base militar de los EE. UU.?  <fr> Quelle île japonaise a été le théâtre d’une bataille sanglante pendant la Seconde Guerre mondiale et est désormais une base militaire américaine ?  <it> Quale isola giapponese era il luogo di una battaglia sanguinosa durante La seconda guerra mondiale e adesso ospita una base militare americana?  <ja> 第二次世界大戦中は血なまぐさい戦闘の場所となった日本の島で、現在は米軍の基地があるのはどこですか？"
"5f5988f7","<en> Who was a Princess of Thailand and a romantic partner of an American citizen?  <ar> من هي أميرة ""تايلندا"" والشريكة الرومنسية لأحد المواطنين الأمريكيين؟  <de> Wer war eine thailändische Prinzessin und ging eine Verbindung mit einem amerikanischen Staatsbürger ein?  <es> ¿Quién fue una princesa de Tailandia y pareja romántica de un ciudadano americano?  <fr> Quelle était la princesse de Thaïlande qui avait une relation amoureuse avec un citoyen américain ?  <it> Chi era la principessa della Tailandia e compagna romantica di un cittadino americano?  <ja> タイの王女で、アメリカ市民の恋人がいるのは?"
